train_loss,epoch,step
4.003927707672119,0,9
4.078079700469971,0,19
3.9316933155059814,0,29
4.013254165649414,0,39
3.917708158493042,0,49
3.990875005722046,0,59
4.095118999481201,0,69
3.9952194690704346,0,79
3.9978363513946533,0,89
3.980234384536743,0,99
3.9925403594970703,0,109
3.9806487560272217,0,119
4.044507026672363,0,129
3.990950107574463,0,139
4.027652263641357,0,149
3.984290361404419,0,159
3.994230031967163,0,169
4.053247928619385,0,179
3.9179441928863525,0,189
3.9597630500793457,0,199
4.0668044090271,0,209
3.9666337966918945,0,219
4.081844806671143,0,229
4.047940254211426,0,239
4.023117542266846,0,249
4.117406845092773,0,259
3.9818217754364014,0,269
3.9650864601135254,0,279
4.049461841583252,0,289
4.06251859664917,0,299
4.045932292938232,0,309
3.9987218379974365,0,319
3.908883571624756,0,329
3.9493932723999023,0,339
3.9718074798583984,0,349
3.9533824920654297,0,359
3.9896841049194336,0,369
4.052335739135742,0,379
3.924943685531616,0,389
4.108242988586426,0,399
4.022380352020264,0,409
3.8653547763824463,0,419
3.999978542327881,0,429
4.055483818054199,0,439
4.049943447113037,0,449
4.0129194259643555,0,459
3.954694986343384,0,469
3.888077735900879,0,479
3.912369966506958,0,489
4.021812915802002,0,499
3.9174575805664062,1,509
4.007269382476807,1,519
4.0612335205078125,1,529
3.9178872108459473,1,539
4.049797534942627,1,549
4.01727294921875,1,559
4.093472480773926,1,569
3.9984290599823,1,579
4.011708736419678,1,589
3.9852445125579834,1,599
4.067492961883545,1,609
4.0272216796875,1,619
4.045098781585693,1,629
4.103641510009766,1,639
4.008749485015869,1,649
3.9354729652404785,1,659
3.949644088745117,1,669
4.10230827331543,1,679
4.024470329284668,1,689
4.002278804779053,1,699
4.018251419067383,1,709
3.9745757579803467,1,719
3.9671123027801514,1,729
3.9248969554901123,1,739
4.010213375091553,1,749
4.002161979675293,1,759
4.0428996086120605,1,769
4.022917747497559,1,779
4.053812503814697,1,789
3.9192986488342285,1,799
3.9823920726776123,1,809
4.008419513702393,1,819
3.9448397159576416,1,829
3.929921865463257,1,839
4.00884485244751,1,849
4.052469253540039,1,859
3.9963865280151367,1,869
4.01426362991333,1,879
3.9818856716156006,1,889
3.987748146057129,1,899
3.971836805343628,1,909
3.941227912902832,1,919
3.9215283393859863,1,929
3.854280471801758,1,939
4.0288920402526855,1,949
4.162556171417236,1,959
4.035224914550781,1,969
4.040286064147949,1,979
4.06985330581665,1,989
4.04781436920166,1,999
