train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,lr_abs,epoch,step,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.01496531069278717,5.2905194024788216e-05,0.01496531069278717,439.0,0.0001,33,439,,,
,,,,,33,441,0.04531706124544144,0.0003904097538907081,0.04531706124544144
0.08766968548297882,0.001125507289543748,0.08766968548297882,449.0,0.0001,34,449,,,
,,,,,34,454,0.06579581648111343,0.0008795227622613311,0.06579581648111343
0.02347443997859955,9.7812750027515e-05,0.02347443997859955,459.0,0.0001,35,459,,,
,,,,,35,467,0.03072965145111084,0.0001809104287531227,0.03072965145111084
0.012329869903624058,4.3154475861229e-05,0.012329869903624058,469.0,0.0001,36,469,,,
0.05455771088600159,0.00024125190975610167,0.05455771088600159,479.0,0.0001,36,479,,,
,,,,,36,480,0.056162260472774506,0.0026237345300614834,0.056162260472774506
0.07083491235971451,0.0013909883564338088,0.07083491235971451,489.0,0.0001,37,489,,,
,,,,,37,493,0.04608997330069542,0.0018186048837378621,0.04608997330069542
0.027272773906588554,0.00012362968118395656,0.027272773906588554,499.0,0.0001,38,499,,,
,,,,,38,506,0.032934028655290604,0.00020580139243975282,0.032934028655290604
0.017964504659175873,8.862428512657061e-05,0.017964504659175873,509.0,0.0001,39,509,,,
0.029198572039604187,0.00010196895891567692,0.029198572039604187,519.0,0.0001,39,519,,,
,,,,,39,519,0.03956138342618942,0.001285405014641583,0.03956138342618942
0.03397639840841293,0.0001271446089958772,0.03397639840841293,529.0,0.0001,40,529,,,
,,,,,40,532,0.04268794134259224,0.00930601917207241,0.04268794134259224
0.05114063620567322,0.0003161810745950788,0.05114063620567322,539.0,0.0001,41,539,,,
,,,,,41,545,0.053650323301553726,0.001783435931429267,0.053650323301553726
0.0100833335891366,3.905856647179462e-05,0.0100833335891366,549.0,0.0001,42,549,,,
,,,,,42,558,0.026979679241776466,0.00012115736171836033,0.026979679241776466
0.3809637725353241,0.15042637288570404,0.3809637725353241,559.0,0.0001,43,559,,,
0.017908019945025444,7.319993892451748e-05,0.017908019945025444,569.0,0.0001,43,569,,,
,,,,,43,571,0.07240363955497742,0.012128883972764015,0.07240363955497742
0.0314677394926548,0.00017691790708340704,0.0314677394926548,579.0,0.0001,44,579,,,
,,,,,44,584,0.03931014612317085,0.0008336392347700894,0.03931014612317085
0.03147921338677406,0.00016786112973932177,0.03147921338677406,589.0,0.0001,45,589,,,
,,,,,45,597,0.03051609918475151,0.00024438416585326195,0.03051609918475151
0.027153363451361656,0.0002045548753812909,0.027153363451361656,599.0,0.0001,46,599,,,
0.09730937331914902,0.0034572798758745193,0.09730937331914902,609.0,0.0001,46,609,,,
,,,,,46,610,0.03926892951130867,0.0013855822617188096,0.03926892951130867
0.018536290153861046,6.304152338998392e-05,0.018536290153861046,619.0,0.0001,47,619,,,
,,,,,47,623,0.03401342034339905,0.0008240242023020983,0.03401342034339905
0.012284679338335991,4.492600419325754e-05,0.012284679338335991,629.0,0.0001,48,629,,,
,,,,,48,636,0.03912348300218582,0.0004080072103533894,0.03912348300218582
0.03435507416725159,0.0001714463287498802,0.03435507416725159,639.0,0.0001,49,639,,,
0.06234756112098694,0.0004970004083588719,0.06234756112098694,649.0,0.0001,49,649,,,
,,,,,49,649,0.03837454319000244,0.0004574148333631456,0.03837454319000244
0.03283606469631195,0.0001670810888754204,0.03283606469631195,659.0,0.0001,50,659,,,
,,,,,50,662,0.023739829659461975,0.0001211638591485098,0.023739829659461975
0.22823025286197662,0.10755965858697891,0.22823025286197662,669.0,0.0001,51,669,,,
,,,,,51,675,0.05218258500099182,0.008849007077515125,0.05218258500099182
0.0041372934356331825,1.653458093642257e-05,0.0041372934356331825,679.0,0.0001,52,679,,,
,,,,,52,688,0.04642131179571152,0.008793571032583714,0.04642131179571152
0.006576782092452049,2.7481244615046307e-05,0.006576782092452049,689.0,0.0001,53,689,,,
0.14246639609336853,0.017872460186481476,0.14246639609336853,699.0,0.0001,53,699,,,
,,,,,53,701,0.02941114455461502,0.0014946181327104568,0.02941114455461502
0.12474530935287476,0.002540936227887869,0.12474530935287476,709.0,0.0001,54,709,,,
,,,,,54,714,0.0479896254837513,0.0007088565616868436,0.0479896254837513
0.011949876323342323,4.011011333204806e-05,0.011949876323342323,719.0,0.0001,55,719,,,
,,,,,55,727,0.02577509544789791,0.0001557209761813283,0.02577509544789791
0.046146225184202194,0.0005252937553450465,0.046146225184202194,729.0,0.0001,56,729,,,
0.01319512166082859,4.669884219765663e-05,0.01319512166082859,739.0,0.0001,56,739,,,
,,,,,56,740,0.03247318044304848,0.0013499412452802062,0.03247318044304848
0.007964437827467918,2.7386682631913573e-05,0.007964437827467918,749.0,0.0001,57,749,,,
,,,,,57,753,0.02112196758389473,0.000137445647851564,0.02112196758389473
0.04919842258095741,0.000405037309974432,0.04919842258095741,759.0,0.0001,58,759,,,
,,,,,58,766,0.027500731870532036,0.00041238043922930956,0.027500731870532036
0.028579507023096085,0.00011925155558856204,0.028579507023096085,769.0,0.0001,59,769,,,
0.005165166221559048,1.8195156371803023e-05,0.005165166221559048,779.0,0.0001,59,779,,,
,,,,,59,779,0.03966223821043968,0.008039063774049282,0.03966223821043968
0.024287013337016106,0.00015683830133639276,0.024287013337016106,789.0,0.0001,60,789,,,
,,,,,60,792,0.02783931978046894,0.0004455561575014144,0.02783931978046894
0.004698914010077715,2.0670791855081916e-05,0.004698914010077715,799.0,0.0001,61,799,,,
,,,,,61,805,0.04954221844673157,0.008845060132443905,0.04954221844673157
0.07909759134054184,0.002846662187948823,0.07909759134054184,809.0,0.0001,62,809,,,
,,,,,62,818,0.02484091743826866,0.000394580012653023,0.02484091743826866
0.042365662753582,0.00021864837617613375,0.042365662753582,819.0,0.0001,63,819,,,
0.015261683613061905,5.480780964717269e-05,0.015261683613061905,829.0,0.0001,63,829,,,
,,,,,63,831,0.03435811400413513,0.0005200408631935716,0.03435811400413513
0.0048860651440918446,1.8209859263151884e-05,0.0048860651440918446,839.0,0.0001,64,839,,,
,,,,,64,844,0.0317448154091835,0.0005876860814169049,0.0317448154091835
0.01402327511459589,4.811497638002038e-05,0.01402327511459589,849.0,0.0001,65,849,,,
,,,,,65,857,0.02620411105453968,0.0002574145037215203,0.02620411105453968
0.03304801881313324,0.00013406728976406157,0.03304801881313324,859.0,0.0001,66,859,,,
0.10743185877799988,0.004147426225244999,0.10743185877799988,869.0,0.0001,66,869,,,
,,,,,66,870,0.04130053147673607,0.0005976340617053211,0.04130053147673607
0.04988483339548111,0.0005400104564614594,0.04988483339548111,879.0,0.0001,67,879,,,
,,,,,67,883,0.03134757652878761,0.00043894705595448613,0.03134757652878761
0.02098405919969082,0.00010624450078466907,0.02098405919969082,889.0,0.0001,68,889,,,
,,,,,68,896,0.018374109640717506,0.00011986837489530444,0.018374109640717506
0.00668100081384182,2.5681985789560713e-05,0.00668100081384182,899.0,0.0001,69,899,,,
0.04400348290801048,0.00037225347477942705,0.04400348290801048,909.0,0.0001,69,909,,,
,,,,,69,909,0.03860298916697502,0.001020478317514062,0.03860298916697502
0.03474044427275658,0.000448695762315765,0.03474044427275658,919.0,0.0001,70,919,,,
,,,,,70,922,0.03177640587091446,0.0007040795753709972,0.03177640587091446
0.003135215025395155,1.2433820302248932e-05,0.003135215025395155,929.0,0.0001,71,929,,,
,,,,,71,935,0.025186797603964806,0.0009400247945450246,0.025186797603964806
0.013369327411055565,4.5162931201048195e-05,0.013369327411055565,939.0,0.0001,72,939,,,
,,,,,72,948,0.03548689931631088,0.001614543260075152,0.03548689931631088
0.03000476583838463,0.0001534347829874605,0.03000476583838463,949.0,0.0001,73,949,,,
0.015593637712299824,0.0001076895059668459,0.015593637712299824,959.0,0.0001,73,959,,,
,,,,,73,961,0.03422443941235542,0.0009416794637218118,0.03422443941235542
0.0598178468644619,0.0021756822243332863,0.0598178468644619,969.0,0.0001,74,969,,,
,,,,,74,974,0.037079524248838425,0.0018679604399949312,0.037079524248838425
0.05989603325724602,0.0004208314639981836,0.05989603325724602,979.0,0.0001,75,979,,,
,,,,,75,987,0.044273968786001205,0.0012354872887954116,0.044273968786001205
0.011967228725552559,4.8157915443880484e-05,0.011967228725552559,989.0,0.0001,76,989,,,
0.016280751675367355,5.681236507371068e-05,0.016280751675367355,999.0,0.0001,76,999,,,
,,,,,76,1000,0.027977338060736656,0.0012966851936653256,0.027977338060736656
0.046181343495845795,0.00032859950442798436,0.046181343495845795,1009.0,0.0001,77,1009,,,
,,,,,77,1013,0.026452327147126198,0.00026081581017933786,0.026452327147126198
0.006954689510166645,2.7852433049702086e-05,0.006954689510166645,1019.0,0.0001,78,1019,,,
,,,,,78,1026,0.015728335827589035,0.0001428455871064216,0.015728335827589035
0.025149259716272354,0.00028939079493284225,0.025149259716272354,1029.0,0.0001,79,1029,,,
0.13010969758033752,0.013070750050246716,0.13010969758033752,1039.0,0.0001,79,1039,,,
,,,,,79,1039,0.0394824855029583,0.001866629347205162,0.0394824855029583
0.05140174925327301,0.0005453848862089217,0.05140174925327301,1049.0,0.0001,80,1049,,,
,,,,,80,1052,0.020621519535779953,0.00017025083070620894,0.020621519535779953
0.02675587683916092,9.652286826167256e-05,0.02675587683916092,1059.0,0.0001,81,1059,,,
,,,,,81,1065,0.02323528192937374,0.0013319768477231264,0.02323528192937374
0.011603469029068947,4.2865165596595034e-05,0.011603469029068947,1069.0,0.0001,82,1069,,,
,,,,,82,1078,0.031493764370679855,0.00042651002877391875,0.031493764370679855
0.09813649952411652,0.008034459315240383,0.09813649952411652,1079.0,0.0001,83,1079,,,
0.009177496656775475,3.4252174373250455e-05,0.009177496656775475,1089.0,0.0001,83,1089,,,
,,,,,83,1091,0.028630780056118965,0.0008810233557596803,0.028630780056118965
0.01670924760401249,6.392321665771306e-05,0.01670924760401249,1099.0,0.0001,84,1099,,,
,,,,,84,1104,0.03222804516553879,0.001210255199111998,0.03222804516553879
0.10611723363399506,0.0030186083167791367,0.10611723363399506,1109.0,0.0001,85,1109,,,
,,,,,85,1117,0.03423859179019928,0.000487615296151489,0.03423859179019928
0.034466326236724854,0.0002639316371642053,0.034466326236724854,1119.0,0.0001,86,1119,,,
0.006447984371334314,2.19935809582239e-05,0.006447984371334314,1129.0,0.0001,86,1129,,,
,,,,,86,1130,0.029422078281641006,0.0005608533974736929,0.029422078281641006
0.021924849599599838,7.835424185032025e-05,0.021924849599599838,1139.0,0.0001,87,1139,,,
,,,,,87,1143,0.014220348559319973,9.060422598849982e-05,0.014220348559319973
0.013551831245422363,5.308102845447138e-05,0.013551831245422363,1149.0,0.0001,88,1149,,,
,,,,,88,1156,0.019396819174289703,0.00012631095887627453,0.019396819174289703
0.017405610531568527,6.580288027180359e-05,0.017405610531568527,1159.0,0.0001,89,1159,,,
0.014130803756415844,5.239559686742723e-05,0.014130803756415844,1169.0,0.0001,89,1169,,,
,,,,,89,1169,0.017099658027291298,0.0001271053042728454,0.017099658027291298
0.04233451932668686,0.0002835691557265818,0.04233451932668686,1179.0,0.0001,90,1179,,,
,,,,,90,1182,0.05477580055594444,0.009938754141330719,0.05477580055594444
0.006500289775431156,2.1998444935888983e-05,0.006500289775431156,1189.0,0.0001,91,1189,,,
,,,,,91,1195,0.04437275603413582,0.009035395458340645,0.04437275603413582
0.04753880202770233,0.0004048917908221483,0.04753880202770233,1199.0,0.0001,92,1199,,,
,,,,,92,1208,0.027802065014839172,0.0003972285194322467,0.027802065014839172
0.007996270433068275,2.9940583772258833e-05,0.007996270433068275,1209.0,0.0001,93,1209,,,
0.012416016310453415,4.539328074315563e-05,0.012416016310453415,1219.0,0.0001,93,1219,,,
,,,,,93,1221,0.021752681583166122,0.0002538046974223107,0.021752681583166122
0.02966201864182949,0.00024115730775520205,0.02966201864182949,1229.0,0.0001,94,1229,,,
,,,,,94,1234,0.02823030948638916,0.007636621128767729,0.02823030948638916
0.005096969194710255,2.0651728846132755e-05,0.005096969194710255,1239.0,0.0001,95,1239,,,
,,,,,95,1247,0.028837187215685844,0.002994201146066189,0.028837187215685844
0.019202660769224167,7.323717727558687e-05,0.019202660769224167,1249.0,0.0001,96,1249,,,
0.005377672147005796,2.0380834030220285e-05,0.005377672147005796,1259.0,0.0001,96,1259,,,
,,,,,96,1260,0.030647004023194313,0.000910583243239671,0.030647004023194313
0.035710956901311874,0.00023898470681160688,0.035710956901311874,1269.0,0.0001,97,1269,,,
,,,,,97,1273,0.028900226578116417,0.0006022231536917388,0.028900226578116417
0.021605845540761948,0.00012733801850117743,0.021605845540761948,1279.0,0.0001,98,1279,,,
,,,,,98,1286,0.03244053199887276,0.0010616423096507788,0.03244053199887276
0.03383997827768326,0.00026877428172156215,0.03383997827768326,1289.0,0.0001,99,1289,,,
0.019390761852264404,8.000632806215435e-05,0.019390761852264404,1299.0,0.0001,99,1299,,,
,,,,,99,1299,0.023091072216629982,0.00016476462769787759,0.023091072216629982
0.013074761256575584,5.112205326440744e-05,0.013074761256575584,1309.0,0.0001,100,1309,,,
,,,,,100,1312,0.01660045050084591,8.910922042559832e-05,0.01660045050084591
0.013836944475769997,6.177469913382083e-05,0.013836944475769997,1319.0,0.0001,101,1319,,,
,,,,,101,1325,0.028348712250590324,0.00037332213832996786,0.028348712250590324
0.0056755878031253815,2.1289910364430398e-05,0.0056755878031253815,1329.0,0.0001,102,1329,,,
,,,,,102,1338,0.021661467850208282,0.0002274630533065647,0.021661467850208282
0.03652368113398552,0.00028607272543013096,0.03652368113398552,1339.0,0.0001,103,1339,,,
0.003968654200434685,1.3954899259260856e-05,0.003968654200434685,1349.0,0.0001,103,1349,,,
,,,,,103,1351,0.01711466908454895,0.00012856475950684398,0.01711466908454895
0.00548957847058773,1.9500708731357008e-05,0.00548957847058773,1359.0,0.0001,104,1359,,,
,,,,,104,1364,0.02078709378838539,0.0023160388227552176,0.02078709378838539
0.053368184715509415,0.0007614581845700741,0.053368184715509415,1369.0,0.0001,105,1369,,,
,,,,,105,1377,0.017145315185189247,0.00012364817666821182,0.017145315185189247
0.009027455002069473,3.772335912799463e-05,0.009027455002069473,1379.0,0.0001,106,1379,,,
0.008941778913140297,4.061480285599828e-05,0.008941778913140297,1389.0,0.0001,106,1389,,,
,,,,,106,1390,0.02300492487847805,0.0004763748438563198,0.02300492487847805
0.015565978363156319,5.6120887165889144e-05,0.015565978363156319,1399.0,0.0001,107,1399,,,
,,,,,107,1403,0.011669459752738476,5.589722786680795e-05,0.011669459752738476
0.0033501675352454185,1.3373329238675069e-05,0.0033501675352454185,1409.0,0.0001,108,1409,,,
,,,,,108,1416,0.01870097406208515,0.00020662271708715707,0.01870097406208515
0.01017290074378252,4.245771560817957e-05,0.01017290074378252,1419.0,0.0001,109,1419,,,
0.0030486767645925283,1.2308321856835391e-05,0.0030486767645925283,1429.0,0.0001,109,1429,,,
,,,,,109,1429,0.02937915362417698,0.006613565608859062,0.02937915362417698
0.011745496653020382,4.578508378472179e-05,0.011745496653020382,1439.0,0.0001,110,1439,,,
,,,,,110,1442,0.02188040502369404,0.00012594849977176636,0.02188040502369404
0.009197874926030636,3.7242571124807e-05,0.009197874926030636,1449.0,0.0001,111,1449,,,
,,,,,111,1455,0.028458179906010628,0.0006009105709381402,0.028458179906010628
0.007022366859018803,2.4374949134653434e-05,0.007022366859018803,1459.0,0.0001,112,1459,,,
,,,,,112,1468,0.026744293048977852,0.000341696257237345,0.026744293048977852
0.010750554502010345,3.6334524338599294e-05,0.010750554502010345,1469.0,0.0001,113,1469,,,
0.019751522690057755,9.199634223477915e-05,0.019751522690057755,1479.0,0.0001,113,1479,,,
,,,,,113,1481,0.01996045559644699,9.424662130186334e-05,0.01996045559644699
0.019422417506575584,6.683899846393615e-05,0.019422417506575584,1489.0,0.0001,114,1489,,,
,,,,,114,1494,0.05611306056380272,0.003449234878644347,0.05611306056380272
0.01752086542546749,7.515383913414553e-05,0.01752086542546749,1499.0,0.0001,115,1499,,,
,,,,,115,1507,0.04647025838494301,0.008720429614186287,0.04647025838494301
0.014521406032145023,4.9492973630549386e-05,0.014521406032145023,1509.0,0.0001,116,1509,,,
0.025690589100122452,0.00010857074084924534,0.025690589100122452,1519.0,0.0001,116,1519,,,
,,,,,116,1520,0.0217857975512743,0.0001681692519923672,0.0217857975512743
0.03482992202043533,0.00028913712594658136,0.03482992202043533,1529.0,0.0001,117,1529,,,
,,,,,117,1533,0.02914978563785553,0.0003569304826669395,0.02914978563785553
0.013815898448228836,5.719664477510378e-05,0.013815898448228836,1539.0,0.0001,118,1539,,,
,,,,,118,1546,0.022298159077763557,0.00034710028558038175,0.022298159077763557
0.01502277422696352,5.170638905838132e-05,0.01502277422696352,1549.0,0.0001,119,1549,,,
0.010878550820052624,3.751528129214421e-05,0.010878550820052624,1559.0,0.0001,119,1559,,,
,,,,,119,1559,0.021911757066845894,0.00016585752018727362,0.021911757066845894
0.02263447269797325,0.00014441738312598318,0.02263447269797325,1569.0,0.0001,120,1569,,,
,,,,,120,1572,0.01757304184138775,0.0001446331589249894,0.01757304184138775
0.008601242676377296,3.506039138301276e-05,0.008601242676377296,1579.0,0.0001,121,1579,,,
,,,,,121,1585,0.015108653344213963,0.0001559953234391287,0.015108653344213963
0.0061174421571195126,2.3807167963241227e-05,0.0061174421571195126,1589.0,0.0001,122,1589,,,
,,,,,122,1598,0.027312353253364563,0.001824992592446506,0.027312353253364563
0.02672974020242691,0.00013564917026087642,0.02672974020242691,1599.0,0.0001,123,1599,,,
0.014837553724646568,8.43512243591249e-05,0.014837553724646568,1609.0,0.0001,123,1609,,,
,,,,,123,1611,0.033306658267974854,0.0007533668540418148,0.033306658267974854
0.01765233650803566,6.546957592945546e-05,0.01765233650803566,1619.0,0.0001,124,1619,,,
,,,,,124,1624,0.019895125180482864,0.00020545721054077148,0.019895125180482864
0.008203200064599514,2.9910883313277736e-05,0.008203200064599514,1629.0,0.0001,125,1629,,,
,,,,,125,1637,0.011078176088631153,6.276796193560585e-05,0.011078176088631153
0.007422966416925192,2.7279977075522766e-05,0.007422966416925192,1639.0,0.0001,126,1639,,,
0.009524308145046234,3.340907642268576e-05,0.009524308145046234,1649.0,0.0001,126,1649,,,
,,,,,126,1650,0.03478461131453514,0.006965004839003086,0.03478461131453514
0.019092394039034843,9.229345596395433e-05,0.019092394039034843,1659.0,0.0001,127,1659,,,
,,,,,127,1663,0.014396244660019875,8.66036643856205e-05,0.014396244660019875
0.0052974531427025795,1.7862621461972594e-05,0.0052974531427025795,1669.0,0.0001,128,1669,,,
,,,,,128,1676,0.018265627324581146,0.00015179128968156874,0.018265627324581146
0.22043536603450775,0.10419096052646637,0.22043536603450775,1679.0,0.0001,129,1679,,,
0.013263355009257793,5.0793125410564244e-05,0.013263355009257793,1689.0,0.0001,129,1689,,,
,,,,,129,1689,0.045345764607191086,0.009406697936356068,0.045345764607191086
0.020252399146556854,7.770568481646478e-05,0.020252399146556854,1699.0,0.0001,130,1699,,,
,,,,,130,1702,0.03283219784498215,0.0008259601891040802,0.03283219784498215
0.020240750163793564,0.00010211663175141439,0.020240750163793564,1709.0,0.0001,131,1709,,,
,,,,,131,1715,0.020345477387309074,0.00018654785526450723,0.020345477387309074
0.03788672387599945,0.0002715129521675408,0.03788672387599945,1719.0,0.0001,132,1719,,,
,,,,,132,1728,0.01885669305920601,0.000180160699528642,0.01885669305920601
0.10443056374788284,0.005545107647776604,0.10443056374788284,1729.0,0.0001,133,1729,,,
0.011758510954678059,4.159740637987852e-05,0.011758510954678059,1739.0,0.0001,133,1739,,,
,,,,,133,1741,0.02206333726644516,0.0005499162944033742,0.02206333726644516
0.07163961976766586,0.003358938032761216,0.07163961976766586,1749.0,0.0001,134,1749,,,
,,,,,134,1754,0.029340514913201332,0.005432642996311188,0.029340514913201332
0.008503492921590805,2.9312126571312547e-05,0.008503492921590805,1759.0,0.0001,135,1759,,,
,,,,,135,1767,0.021187853068113327,0.0003297395014669746,0.021187853068113327
0.026325777173042297,0.00025584796094335616,0.026325777173042297,1769.0,0.0001,136,1769,,,
0.06809793412685394,0.0008689828682690859,0.06809793412685394,1779.0,0.0001,136,1779,,,
,,,,,136,1780,0.03312931954860687,0.0004847524978686124,0.03312931954860687
0.012510574422776699,6.823493458796293e-05,0.012510574422776699,1789.0,0.0001,137,1789,,,
,,,,,137,1793,0.01765887439250946,0.00014624213508795947,0.01765887439250946
0.031233789399266243,0.0006113880081102252,0.031233789399266243,1799.0,0.0001,138,1799,,,
,,,,,138,1806,0.01868758536875248,0.00017137668328359723,0.01868758536875248
0.005081500858068466,2.1675528842024505e-05,0.005081500858068466,1809.0,0.0001,139,1809,,,
0.00423809140920639,1.4743363863090053e-05,0.00423809140920639,1819.0,0.0001,139,1819,,,
,,,,,139,1819,0.014393935911357403,0.00010766677587525919,0.014393935911357403
0.0041097900830209255,1.4268234735936858e-05,0.0041097900830209255,1829.0,0.0001,140,1829,,,
,,,,,140,1832,0.010335717350244522,5.608818173641339e-05,0.010335717350244522
0.013831112533807755,4.7694316890556365e-05,0.013831112533807755,1839.0,0.0001,141,1839,,,
,,,,,141,1845,0.031130095943808556,0.005295125767588615,0.031130095943808556
0.003520446829497814,1.2270147635717876e-05,0.003520446829497814,1849.0,0.0001,142,1849,,,
,,,,,142,1858,0.02001030556857586,0.00042499613482505083,0.02001030556857586
0.004167357925325632,1.467371384933358e-05,0.004167357925325632,1859.0,0.0001,143,1859,,,
