train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,lr_abs,epoch,step,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.01080598309636116,4.338387225288898e-05,0.01080598309636116,9.0,9.000091e-06,0,9,,,
,,,,,0,12,0.10410360246896744,0.0010849414393305779,0.10410360246896744
0.026754753664135933,0.00010821457544807345,0.026754753664135933,19.0,1.9000081e-05,1,19,,,
,,,,,1,25,0.05862675607204437,0.00038915351615287364,0.05862675607204437
0.10792173445224762,0.0022762296721339226,0.10792173445224762,29.0,2.9000071e-05,2,29,,,
,,,,,2,38,0.0765974223613739,0.01180717907845974,0.0765974223613739
0.01674102246761322,6.305733404587954e-05,0.01674102246761322,39.0,3.9000061e-05,3,39,,,
0.00832674466073513,3.148850373690948e-05,0.00832674466073513,49.0,4.9000051000000005e-05,3,49,,,
,,,,,3,51,0.021292109042406082,9.332264016848058e-05,0.021292109042406082
0.024100463837385178,0.00019232514023315161,0.024100463837385178,59.0,5.9000041e-05,4,59,,,
,,,,,4,64,0.03887370228767395,0.0007923615048639476,0.03887370228767395
0.014025376178324223,0.00010316747648175806,0.014025376178324223,69.0,6.900003100000001e-05,5,69,,,
,,,,,5,77,0.030656442046165466,0.0005914868088439107,0.030656442046165466
0.017115697264671326,7.497399201383814e-05,0.017115697264671326,79.0,7.9000021e-05,6,79,,,
0.0036501651629805565,1.5482941307709552e-05,0.0036501651629805565,89.0,8.9000011e-05,6,89,,,
,,,,,6,90,0.03026769682765007,0.0005301630590111017,0.03026769682765007
0.002325919223949313,8.533559594070539e-06,0.002325919223949313,99.0,9.9000001e-05,7,99,,,
,,,,,7,103,0.01819550432264805,0.00013854353164788336,0.01819550432264805
0.00983044970780611,3.451271913945675e-05,0.00983044970780611,109.0,0.0001,8,109,,,
,,,,,8,116,0.01614193432033062,9.56895382842049e-05,0.01614193432033062
0.009153137914836407,5.8940368035109714e-05,0.009153137914836407,119.0,0.0001,9,119,,,
0.0070183007046580315,4.629139948519878e-05,0.0070183007046580315,129.0,0.0001,9,129,,,
,,,,,9,129,0.020708443596959114,0.00026507838629186153,0.020708443596959114
0.008686814457178116,3.164832014590502e-05,0.008686814457178116,139.0,0.0001,10,139,,,
,,,,,10,142,0.010143730789422989,0.00015368356253020465,0.010143730789422989
0.0040337322279810905,1.52145694300998e-05,0.0040337322279810905,149.0,0.0001,11,149,,,
,,,,,11,155,0.03579559922218323,0.005954370368272066,0.03579559922218323
0.005540365353226662,2.002532346523367e-05,0.005540365353226662,159.0,0.0001,12,159,,,
,,,,,12,168,0.02500447817146778,0.00018261837249156088,0.02500447817146778
0.004655397031456232,1.578884621267207e-05,0.004655397031456232,169.0,0.0001,13,169,,,
0.05734908580780029,0.00158282823394984,0.05734908580780029,179.0,0.0001,13,179,,,
,,,,,13,181,0.01677773892879486,0.0005569562199525535,0.01677773892879486
0.007864661514759064,4.873957732343115e-05,0.007864661514759064,189.0,0.0001,14,189,,,
,,,,,14,194,0.009584372863173485,7.411365368170664e-05,0.009584372863173485
0.006693207658827305,2.8458254746510647e-05,0.006693207658827305,199.0,0.0001,15,199,,,
,,,,,15,207,0.021048180758953094,0.00257339165546,0.021048180758953094
0.0016931415302678943,5.817027158627752e-06,0.0016931415302678943,209.0,0.0001,16,209,,,
0.017191419377923012,6.18608682998456e-05,0.017191419377923012,219.0,0.0001,16,219,,,
,,,,,16,220,0.014409134164452553,8.581174915889278e-05,0.014409134164452553
0.011534152552485466,0.00016845650679897517,0.011534152552485466,229.0,0.0001,17,229,,,
,,,,,17,233,0.009307960979640484,7.40429968573153e-05,0.009307960979640484
0.0009470529621466994,3.6521159927360713e-06,0.0009470529621466994,239.0,0.0001,18,239,,,
,,,,,18,246,0.03074890561401844,0.0003382177965249866,0.03074890561401844
0.004555814433842897,1.750846058712341e-05,0.004555814433842897,249.0,0.0001,19,249,,,
0.0026300600729882717,9.277147910324857e-06,0.0026300600729882717,259.0,0.0001,19,259,,,
,,,,,19,259,0.0062001897022128105,2.5742134312167764e-05,0.0062001897022128105
0.002600498031824827,9.128743840847164e-06,0.002600498031824827,269.0,0.0001,20,269,,,
,,,,,20,272,0.0194933470338583,0.00528730871155858,0.0194933470338583
0.10167017579078674,0.001442381297238171,0.10167017579078674,279.0,0.0001,21,279,,,
,,,,,21,285,0.031333524733781815,0.00028903924976475537,0.031333524733781815
0.015769554302096367,9.816257806960493e-05,0.015769554302096367,289.0,0.0001,22,289,,,
,,,,,22,298,0.03257649019360542,0.0016054087318480015,0.03257649019360542
0.031922709196805954,0.0007564249681308866,0.031922709196805954,299.0,0.0001,23,299,,,
0.0062926453538239,3.208099224139005e-05,0.0062926453538239,309.0,0.0001,23,309,,,
,,,,,23,311,0.013136427849531174,0.00012125862122047693,0.013136427849531174
0.0015540693420916796,5.52032270206837e-06,0.0015540693420916796,319.0,0.0001,24,319,,,
,,,,,24,324,0.012220604345202446,0.00025553852901794016,0.012220604345202446
0.014995548874139786,8.264663483714685e-05,0.014995548874139786,329.0,0.0001,25,329,,,
,,,,,25,337,0.027490193024277687,0.0006322746048681438,0.027490193024277687
0.015784641727805138,0.0001620585098862648,0.015784641727805138,339.0,0.0001,26,339,,,
