train_loss,epoch,step
3.9181559085845947,0,9
3.8236467838287354,0,19
3.5362071990966797,0,29
3.5644710063934326,0,39
3.5487475395202637,0,49
3.3063175678253174,0,59
3.321046829223633,0,69
2.990663766860962,0,79
3.0374667644500732,0,89
2.929964303970337,0,99
3.0641911029815674,0,109
2.4631307125091553,0,119
3.102724552154541,0,129
2.8802449703216553,0,139
2.6235971450805664,0,149
2.1983914375305176,0,159
2.4453158378601074,0,169
2.694108724594116,0,179
2.468881130218506,0,189
2.4418141841888428,0,199
2.265305757522583,0,209
2.4715282917022705,0,219
1.707010269165039,0,229
2.4811201095581055,0,239
1.8303889036178589,0,249
2.004427194595337,0,259
1.564355492591858,0,269
2.3840298652648926,0,279
2.5657613277435303,0,289
2.124457597732544,0,299
1.9209468364715576,0,309
2.1539528369903564,0,319
1.5355366468429565,0,329
1.0090885162353516,0,339
1.476463794708252,0,349
2.0124127864837646,0,359
1.9097323417663574,0,369
1.0422245264053345,0,379
1.0275731086730957,0,389
1.8380345106124878,0,399
1.9413193464279175,0,409
2.1216840744018555,0,419
0.8572530746459961,0,429
1.658529281616211,0,439
0.7836448550224304,0,449
0.7130725383758545,0,459
1.1340285539627075,0,469
1.4547052383422852,0,479
1.9675766229629517,0,489
1.3177692890167236,0,499
1.47822105884552,1,509
1.0442471504211426,1,519
0.9404661655426025,1,529
1.3502548933029175,1,539
1.7910997867584229,1,549
1.2789063453674316,1,559
1.4188232421875,1,569
1.6081225872039795,1,579
0.6219589710235596,1,589
1.5020396709442139,1,599
0.9981921315193176,1,609
0.3491176962852478,1,619
1.1705365180969238,1,629
1.3148366212844849,1,639
0.5852670073509216,1,649
1.393915057182312,1,659
0.23011091351509094,1,669
1.4667845964431763,1,679
1.399464726448059,1,689
1.3159531354904175,1,699
1.8832112550735474,1,709
0.4191367030143738,1,719
1.4921096563339233,1,729
2.066255807876587,1,739
1.0576274394989014,1,749
0.21762828528881073,1,759
0.8212853670120239,1,769
2.044025182723999,1,779
1.466940999031067,1,789
0.833869218826294,1,799
0.8781103491783142,1,809
1.6608855724334717,1,819
0.9472671151161194,1,829
0.31691426038742065,1,839
1.2580647468566895,1,849
0.5988251566886902,1,859
0.8193708062171936,1,869
2.291295289993286,1,879
0.7248947620391846,1,889
1.1910908222198486,1,899
1.1400052309036255,1,909
1.6338170766830444,1,919
1.3040677309036255,1,929
0.4783925712108612,1,939
0.823868989944458,1,949
0.19047428667545319,1,959
1.2685775756835938,1,969
1.5232394933700562,1,979
1.4650216102600098,1,989
0.4432927072048187,1,999
0.5636402368545532,2,1009
1.0166033506393433,2,1019
1.6471527814865112,2,1029
0.30386361479759216,2,1039
0.9370517134666443,2,1049
0.4304092526435852,2,1059
1.1382378339767456,2,1069
0.21578001976013184,2,1079
0.33541807532310486,2,1089
0.5579215288162231,2,1099
0.8390114903450012,2,1109
1.7747608423233032,2,1119
1.3018351793289185,2,1129
0.5244536995887756,2,1139
1.2164098024368286,2,1149
0.8969441652297974,2,1159
2.2017977237701416,2,1169
1.037809133529663,2,1179
1.958428978919983,2,1189
2.932021379470825,2,1199
1.7407714128494263,2,1209
0.9325629472732544,2,1219
0.7383259534835815,2,1229
0.9483132362365723,2,1239
0.536663293838501,2,1249
0.9919108152389526,2,1259
0.5928995609283447,2,1269
1.272958755493164,2,1279
0.750979483127594,2,1289
1.857796311378479,2,1299
1.5159342288970947,2,1309
1.8572107553482056,2,1319
0.7079437375068665,2,1329
0.6288795471191406,2,1339
0.8294478058815002,2,1349
0.7407872676849365,2,1359
1.6242613792419434,2,1369
1.0099660158157349,2,1379
0.9836260676383972,2,1389
2.0182013511657715,2,1399
1.1024112701416016,2,1409
0.2710728049278259,2,1419
0.5626012086868286,2,1429
0.507125198841095,2,1439
1.0944874286651611,2,1449
0.22488504648208618,2,1459
0.8132196068763733,2,1469
0.6012309193611145,2,1479
2.0954349040985107,2,1489
1.7548907995224,2,1499
1.3239312171936035,3,1509
0.3456125259399414,3,1519
1.404433012008667,3,1529
1.4423764944076538,3,1539
2.11661696434021,3,1549
1.3492988348007202,3,1559
1.2568366527557373,3,1569
0.7590001821517944,3,1579
1.7084314823150635,3,1589
1.811314344406128,3,1599
1.7254003286361694,3,1609
0.8715088367462158,3,1619
0.7314963340759277,3,1629
0.18093720078468323,3,1639
1.0117084980010986,3,1649
1.7252600193023682,3,1659
0.7550262212753296,3,1669
0.7477080821990967,3,1679
1.8244394063949585,3,1689
0.4478391110897064,3,1699
0.9800530672073364,3,1709
0.4767550528049469,3,1719
1.11549711227417,3,1729
0.9581663608551025,3,1739
0.506433367729187,3,1749
1.176113247871399,3,1759
1.4117801189422607,3,1769
0.2790789008140564,3,1779
1.2981244325637817,3,1789
0.44979366660118103,3,1799
2.8914482593536377,3,1809
0.950411856174469,3,1819
1.516036033630371,3,1829
1.5864720344543457,3,1839
0.5344635248184204,3,1849
0.4752705991268158,3,1859
1.0064406394958496,3,1869
2.0637171268463135,3,1879
1.956301212310791,3,1889
1.4620006084442139,3,1899
0.5244694948196411,3,1909
0.6252191066741943,3,1919
0.9021315574645996,3,1929
1.1773366928100586,3,1939
0.4373219609260559,3,1949
1.7040590047836304,3,1959
1.7274644374847412,3,1969
0.29834356904029846,3,1979
1.381063461303711,3,1989
2.179835557937622,3,1999
0.6458238363265991,4,2009
1.0763165950775146,4,2019
0.3477163314819336,4,2029
0.3775929808616638,4,2039
1.5085822343826294,4,2049
1.1015208959579468,4,2059
1.0190564393997192,4,2069
1.4674299955368042,4,2079
0.6481679677963257,4,2089
0.9227645397186279,4,2099
3.089526653289795,4,2109
1.5444914102554321,4,2119
