train_loss,epoch,step
0.056378211826086044,0,9
0.03842785954475403,0,19
0.03142489492893219,0,29
0.036445729434490204,0,39
0.052792422473430634,0,49
0.0802994817495346,0,59
0.023884888738393784,0,69
0.03141330927610397,0,79
0.04367595911026001,0,89
0.028743529692292213,0,99
0.0767170712351799,0,109
0.06631512939929962,0,119
0.04461124166846275,0,129
0.03920189291238785,0,139
0.033241525292396545,0,149
0.04460088908672333,0,159
0.05597173050045967,0,169
0.0467565655708313,0,179
0.04203557223081589,0,189
0.026413850486278534,0,199
0.019999440759420395,0,209
0.11670958995819092,0,219
0.09409727156162262,0,229
0.016535578295588493,0,239
0.021057192236185074,0,249
0.021030329167842865,0,259
0.03166636824607849,0,269
0.04268590360879898,0,279
0.021917209029197693,0,289
0.052923694252967834,0,299
0.021379929035902023,0,309
0.019877707585692406,0,319
0.026945598423480988,0,329
0.09112570434808731,0,339
0.05685298889875412,0,349
0.05291302502155304,0,359
0.017598096281290054,0,369
0.027439378201961517,0,379
0.04690133035182953,0,389
0.11305509507656097,0,399
0.02390354499220848,0,409
0.018143268302083015,0,419
0.06002173200249672,0,429
0.019890015944838524,0,439
0.027361620217561722,0,449
0.03644783794879913,0,459
0.030039794743061066,0,469
0.055352628231048584,0,479
0.033116042613983154,0,489
0.035214364528656006,0,499
0.022182200103998184,1,509
0.045625630766153336,1,519
0.025234870612621307,1,529
0.041973285377025604,1,539
0.03240864723920822,1,549
0.06113627925515175,1,559
0.0343618243932724,1,569
0.026055768132209778,1,579
0.058748915791511536,1,589
0.053071632981300354,1,599
0.032080329954624176,1,609
0.05034956708550453,1,619
0.04146907106041908,1,629
0.0726419985294342,1,639
0.045272957533597946,1,649
0.03823519125580788,1,659
0.022645005956292152,1,669
0.03862208127975464,1,679
0.06558012217283249,1,689
0.06672096252441406,1,699
0.03787938505411148,1,709
0.049573011696338654,1,719
0.04310988634824753,1,729
0.056583598256111145,1,739
0.033709410578012466,1,749
0.037820860743522644,1,759
0.026263954117894173,1,769
0.05451175943017006,1,779
0.0420086607336998,1,789
0.03792165592312813,1,799
0.024195443838834763,1,809
0.03547556698322296,1,819
0.01679985411465168,1,829
0.03359958156943321,1,839
0.027868056669831276,1,849
0.03484170138835907,1,859
0.03057131916284561,1,869
0.02327055111527443,1,879
0.02576657198369503,1,889
0.043994802981615067,1,899
0.025250714272260666,1,909
0.024888643994927406,1,919
0.03226442635059357,1,929
